ra_deg,dec_deg,mag,nama,bayer,konstelasi,hip
43.56442,52.76248,3.93,,Tau,Per,13531
69.07976,-3.35246,3.93,,Nu,Eri,21444
115.45506,-72.60610,3.93,,Zet,Vol,37504
167.14747,-58.97504,3.93,,,Car,54463
241.70178,-20.66919,3.93,,Ome-1,Sco,78933
270.16131,2.93157,3.93,,,Oph,88192
17.09613,-55.24576,3.94,Wurren,Zet,Phe,5348
115.31181,-9.55113,3.94,,Alp,Mon,37447
115.95195,-28.95483,3.94,,,Pup,37677
131.17125,18.15431,3.94,Asellus Australis,Del,Cnc,42911
314.29339,41.16714,3.94,,Nu,Cyg,103413
30.85902,72.42129,3.95,,,Cas,9598
99.17098,-19.25588,3.95,,Nu-2,CMa,31592
200.98494,54.92047,3.95,,Zet,UMa,
62.16536,47.71251,3.96,,,Per,19343
89.78667,-42.81513,3.96,,Eta,Col,28328
135.16028,41.78291,3.96,,,Lyn,44248
137.81977,-62.31698,3.96,,,Car,45101
290.65955,-44.45896,3.96,Arkab Prior,Bet-1,Sgr,95241
290.97154,-40.61594,3.96,Rukbat,Alp,Sgr,95347
303.86801,47.71421,3.96,,,Cyg,99848
350.74263,-20.10058,3.96,,,Aqr,115438
66.00920,-34.01685,3.97,Beemim,,Eri,20535
87.87249,39.14848,3.97,,Nu,Aur,27673
109.20762,-67.95715,3.97,,Del,Vol,35228
130.02560,-35.30835,3.97,,Bet,Pyx,42515
182.91303,-52.36846,3.97,,Rho,Cen,59449
237.73974,-33.62716,3.97,,Chi,Lup,77634
300.14767,-72.91050,3.97,,Eps,Pav,98495
337.31738,-43.49556,3.97,,Del-1,Gru,110997
341.63281,23.56565,3.97,,Lam,Peg,112440
59.74125,35.79103,3.98,Menkib,Xi,Per,18614
323.49525,45.59184,3.98,,Rho,Cyg,106481
30.00126,-21.07783,3.99,,Ups,Cet,9347
93.71388,-6.27478,3.99,,Gam,Mon,29651
156.09888,-74.03161,3.99,,,Car,50954
201.30620,54.98796,3.99,Alcor,,UMa,65477
349.35747,-58.23573,3.99,,Gam,Tuc,114996
135.61166,-66.39608,4.00,,Alp,Vol,44382
170.98104,10.52951,4.00,,Iot,Leo,55642
242.99889,-19.46071,4.00,Jabbah,Nu,Sco,79374
25.91512,50.68873,4.01,,Phi,Per,8068
71.37562,-3.25466,4.01,,Mu,Eri,22109
106.02721,20.57030,4.01,Mekbuda,Zet,Gem,34088
108.70274,-26.77267,4.01,,Ome,CMa,35037
220.48998,-37.79350,4.01,,,Cen,71865
240.47298,58.56525,4.01,,The,Dra,78527
244.96031,-50.15551,4.01,,Gam-2,Nor,80000
280.75890,-71.42811,4.01,,Zet,Pav,91792
307.34889,30.36856,4.01,,,Cyg,101076
132.63306,-27.70984,4.02,,Gam,Pyx,43409
182.10337,-24.72887,4.02,Alchiba,Alp,Crv,59199
284.90566,15.06830,4.02,,Eps,Aql,93244
285.42012,-5.73911,4.02,,,Aql,93429
34.32859,33.84719,4.03,,Gam,Tri,10670
75.85455,60.44224,4.03,,Bet,Cam,23522
131.67426,28.75990,4.03,,Iot,Cnc,43103
193.64850,-57.17792,4.03,,Mu-1,Cru,63003
271.36370,2.50010,4.03,,,Oph,88601
308.30320,11.30326,4.03,Aldulfin,Eps,Del,101421
359.82788,6.86332,4.03,,Ome,Psc,118268
62.96641,-6.83758,4.04,Beid,Omi-1,Eri,19587
176.46483,6.52938,4.04,,Nu,Vir,57380
216.29951,51.85074,4.04,,The,Boo,70497
338.83908,-0.11750,4.04,,Eta,Aqr,111497
47.26508,49.61328,4.05,,Iot,Per,14632
124.63054,-76.91972,4.05,,Alp,Cha,40702
131.09981,-42.64928,4.05,,,Vel,42884
170.28414,6.02932,4.05,,Sig,Leo,55434
207.36935,15.79791,4.05,,Ups,Boo,67459
215.13934,-37.88529,4.05,,Psi,Cen,70090
219.47181,-49.42583,4.05,,Rho,Lup,71536
342.39792,-13.59263,4.05,,Tau-2,Aqr,112716
74.09282,13.51447,4.06,,Omi-2,Ori,22957
113.98062,26.89574,4.06,,Ups,Gem,36962
171.22053,-17.68401,4.06,,Gam,Crt,55705
184.39375,-67.96074,4.06,,Eps,Mus,59929
184.60947,-64.00307,4.06,,Zet,Cru,60009
220.91436,-35.17365,4.06,,,Cen,72010
254.89603,-53.16044,4.06,,Eps-1,Ara,83153
214.00362,-6.00055,4.07,Syrma,Iot,Vir,69701
227.21091,-45.27986,4.07,,Lam,Lup,74117
229.37875,-58.80121,4.07,,Bet,Cir,74824
337.29275,58.41520,4.07,,Del,Cep,110991
11.83472,24.26718,4.08,,Zet,And,3693
35.43747,-68.65942,4.08,,Del,Hyi,11001
39.87066,0.32851,4.08,,Del,Cet,12387
45.59795,-23.62447,4.08,,Tau-3,Eri,14146
103.54751,-12.03863,4.08,,The,CMa,33160
143.61106,-59.22975,4.08,,,Car,46974
164.94366,-18.29878,4.08,Alkes,Alp,Crt,53740
283.83373,43.94609,4.08,,,Lyr,92862
316.48677,-17.23286,4.08,,The,Cap,104139
320.52165,19.80451,4.08,,,Peg,105502
84.22662,9.29067,4.09,,Phi-2,Ori,26366
237.18490,18.14156,4.09,Gudja,Kap,Ser,77450
24.19948,41.40546,4.10,Titawin,Ups,And,7513
41.04951,49.22845,4.10,,The,Per,12777
117.30957,-46.37320,4.10,,,Pup,38164
277.20758,-49.07059,4.10,,Zet,Tel,90568
287.50731,-39.34080,4.10,,Bet,CrA,94160
40.16671,-39.85538,4.11,,Iot,Eri,12486
105.93955,-15.63329,4.11,Muliphein,Gam,CMa,34045
129.41099,-42.98908,4.11,,,Vel,42312
147.86955,-14.84660,4.11,Zhang,Ups-1,Hya,48356
158.86749,-78.60779,4.11,,Gam,Cha,51839
176.62848,-61.17840,4.11,,,Cen,57439
234.18000,-66.31704,4.11,,Eps,TrA,76440
287.36804,-37.90447,4.11,Meridiana,Alp,CrA,94114
345.22015,-52.75414,4.11,,Zet,Gru,113638
39.89699,-68.26695,4.12,,Eps,Hyi,12394
63.72442,48.40933,4.12,,Mu,Per,19812
90.59583,9.64728,4.12,,Mu,Ori,28614
181.30226,8.73298,4.12,,Omi,Vir,58948
298.81539,-41.86829,4.12,,Iot,Sgr,98032
312.95538,-26.91913,4.12,,Ome,Cap,102978
337.43932,-43.74922,4.12,,Del-2,Gru,111043
80.98678,-7.80807,4.13,,,Ori,25247
97.24079,20.21213,4.13,,Nu,Gem,30883
238.45639,-16.72929,4.13,,The,Lib,77853
311.52390,-25.27090,4.13,,Psi,Cap,102485
341.51538,-81.38161,4.13,,Bet,Oct,112405
354.98766,5.62629,4.13,,Iot,Psc,116771
52.71823,12.93668,4.14,,,Tau,16369
56.58156,23.94836,4.14,Merope,,Tau,17608
129.41403,5.70378,4.14,,Del,Hya,42313
181.72030,-64.61373,4.14,,Eta,Cru,59072
233.23243,31.35913,4.14,,The,CrB,76127
239.39691,26.87788,4.14,,Eps,CrB,78159
326.16138,25.64504,4.14,,Kap,Peg,107354
333.99240,37.74874,4.14,,,Lac,109937
107.96609,-0.49276,4.15,,Del,Mon,34769
260.92062,37.14595,4.15,,Rho,Her,85112
355.10204,44.33393,4.15,,Kap,And,116805
91.03007,23.26334,4.16,,,Gem,28734
112.27792,31.78455,4.16,,Rho,Gem,36366
261.59256,-24.17531,4.16,,,Oph,85340
8.24995,62.93178,4.17,,Kap,Cas,2599
57.36356,-36.20025,4.17,,,Eri,17874
334.20847,-7.78329,4.17,Ancha,The,Aqr,110003
213.22393,-10.27370,4.18,Kang,Kap,Vir,69427
214.09611,46.08830,4.18,Xuange,Lam,Boo,69732
249.09363,-35.25533,4.18,,,Sco,81304
333.75816,57.04359,4.18,,Eps,Cep,109857
340.16391,-27.04362,4.18,,Eps,PsA,111954
207.36136,-34.45078,4.19,,,Cen,67457
281.41553,20.54631,4.19,,,Her,92043
82.69605,5.94814,4.20,,,Ori,25813
119.21475,-22.88012,4.20,,,Pup,38835
156.97090,36.70721,4.20,,Bet,LMi,51233
248.52576,42.43704,4.20,,Sig,Her,81126
341.67324,12.17289,4.20,,Xi,Peg,112447
343.98708,-32.53963,4.20,,Del,PsA,113246
52.26723,59.94033,4.21,,,Cam,16228
66.34233,22.29387,4.21,,Kap-1,Tau,20635
251.49238,82.03726,4.21,,Eps,UMi,82080
307.39522,62.99410,4.21,,The,Cep,101093
321.61058,-65.36620,4.21,,Gam,Pav,105858
42.64594,38.31864,4.22,,,Per,13254
56.71206,-23.24972,4.22,,Tau-6,Eri,17651
118.32567,-48.10293,4.22,,,Pup,38518
241.64811,-36.80229,4.22,,The,Lup,78918
246.75599,-18.45625,4.22,,Chi,Oph,80569
275.18932,71.33781,4.22,,Phi,Dra,89908
281.79363,-4.74787,4.22,,Bet,Sct,92175
283.05432,-62.18759,4.22,,Lam,Pav,92609
283.62618,36.89861,4.22,,Del-2,Lyr,92791
311.41565,30.71972,4.22,,,Cyg,102453
319.35398,39.39468,4.22,,Sig,Cyg,105102
348.58066,-6.04900,4.22,,Phi,Aqr,114724
5.01213,-64.87479,4.23,,Zet,Tuc,1599
115.82800,28.88351,4.23,,Sig,Gem,37629
197.96856,27.87818,4.23,,Bet,Com,64394
206.42207,-33.04372,4.23,,,Cen,67153
210.41164,1.54453,4.23,,Tau,Vir,68520
242.19243,44.93491,4.23,,Phi,Her,79101
250.77189,-77.51744,4.23,,Bet,Aps,81852
286.60457,-37.06344,4.23,,Gam,CrA,93825
325.87691,58.78005,4.23,,Mu,Cep,107259
326.69836,49.30957,4.23,,Pi-2,Cyg,107533
17.18419,86.25709,4.24,,,Cep,5372
36.74632,-47.70384,4.24,,Kap,Eri,11407
41.03063,-13.85870,4.24,,Pi,Cet,12770
184.58718,-79.31224,4.24,,Bet,Cha,60000
188.43617,41.35748,4.24,Chara,Bet,CVn,61317
247.84555,-34.70437,4.24,,,Sco,80911
265.35364,-12.87531,4.24,,Omi,Ser,86565
348.97289,-9.08774,4.24,,Psi-1,Aqr,114855
18.94056,-68.87593,4.25,,Kap,Tuc,5896
61.64602,50.35126,4.25,,Lam,Per,19167
68.91358,10.16079,4.25,,,Tau,21402
69.17262,41.26481,4.25,,,Per,21476
77.28660,-8.75408,4.25,,Lam,Eri,23972
125.70882,43.18813,4.25,Alsciaukat,,Lyn,41075
193.35910,-40.17887,4.25,,,Cen,62896
216.88137,75.69599,4.25,,,UMi,70692
326.36220,61.12081,4.25,,Nu,Cep,107418
17.37552,47.24179,4.26,,Phi,And,5434
26.34846,9.15774,4.26,Torcular,Omi,Psc,8198
49.97916,-43.06978,4.26,82 G. Eri,,Eri,15510
53.44698,-21.63288,4.26,,Tau-5,Eri,16611
64.00645,-51.48665,4.26,,Gam,Dor,19893
73.51254,66.34268,4.26,,Alp,Cam,22783
134.62176,11.85770,4.26,Acubens,Alp,Cnc,44066
264.13681,-38.63531,4.26,,,Sco,86170
270.37670,21.59578,4.26,,,Her,88267
330.94702,64.62797,4.26,Kurhah,Xi,Cep,108917
15.73587,7.89013,4.27,,Eps,Psc,4906
41.23559,10.11415,4.27,,Mu,Cet,12828
63.88358,8.89236,4.27,,Mu,Tau,19860
69.53942,12.51084,4.27,,,Tau,21589
70.56126,22.95693,4.27,,Tau,Tau,21881
196.72770,-49.90625,4.27,,Xi-2,Cen,64004
229.63345,-47.87527,4.27,,Mu,Lup,74911
290.80464,-44.79978,4.27,Arkab Posterior,Bet-2,Sgr,95294
311.66460,16.12430,4.27,,Gam-2,Del,102532
351.99207,6.37899,4.27,,The,Psc,115830
66.57691,22.81358,4.28,,Ups,Tau,20711
144.27226,81.32638,4.28,,,Dra,47193
156.78795,-31.06778,4.28,,Alp,Ant,51172
261.83863,-29.86703,4.28,,,Oph,85423
303.34932,56.56772,4.28,,,Cyg,99655
320.56164,-16.83454,4.28,,Iot,Cap,105515
332.49686,33.17822,4.28,,Pi-2,Peg,109410
346.71975,-43.52036,4.28,,The,Gru,114131
54.21827,0.40166,4.29,,,Tau,16852
79.89386,-13.17679,4.29,,Lam,Lep,24845
159.82668,-55.60327,4.29,,,Vel,52154
178.22719,-33.90812,4.29,,Bet,Hya,57936
236.01449,77.79449,4.29,,Zet,UMi,77055
247.78486,-16.61273,4.29,,Phi,Oph,80894
331.60929,-13.86968,4.29,,Iot,Aqr,109139
337.87635,-32.34607,4.29,,Bet,PsA,111188
354.53415,43.26807,4.29,,Iot,And,116631
14.65149,-29.35745,4.30,,Alp,Scl,4577
37.03975,8.46005,4.30,,Xi-2,Cet,11484
56.30205,24.46728,4.30,Taygeta,,Tau,17531
57.14945,-37.62015,4.30,,,Eri,17797
66.37242,17.92791,4.30,,Del-3,Tau,20648
89.98375,45.93674,4.30,,Pi,Aur,28404
130.80615,3.39866,4.30,,Eta,Hya,42799
163.90335,24.74972,4.30,,,Leo,53417
174.23721,-0.82375,4.30,,Ups,Leo,56647
177.42115,-63.78848,4.30,,,Cen,57669
188.01765,-16.19601,4.30,,Eta,Crv,61174
215.08145,-56.38650,4.30,,,Cen,70069
304.41195,-12.50821,4.30,,Alp-1,Cap,100027
130.15429,-59.76100,4.31,,,Car,42568
216.73201,-83.66788,4.31,,Del,Oct,70638
231.12271,37.37717,4.31,Alkalurops,Mu-1,Boo,75411
241.85136,-20.86876,4.31,,Ome-2,Sco,78990
309.58451,-1.10512,4.31,,,Aql,101847
54.12239,48.19263,4.32,,Psi,Per,16826
70.11047,-19.67149,4.32,,,Eri,21763
83.05313,18.59423,4.32,,,Tau,25945
93.84456,29.49808,4.32,,Kap,Aur,29696
131.59390,-13.54772,4.32,,,Hya,43067
142.93013,22.96797,4.32,Alterf,Lam,Leo,46750
180.75671,-63.31293,4.32,,The-1,Cru,58758
197.49703,17.52943,4.32,Diadem,Alp,Com,64241
207.95668,-32.99409,4.32,,,Cen,67669
222.90962,-43.57536,4.32,,Omi,Lup,72683
260.20692,-12.84688,4.32,,Nu,Ser,84880
112.04081,8.92553,4.33,,Gam,CMi,36284
193.27887,-48.94331,4.33,,,Cen,62867
216.54504,-45.37928,4.33,,Tau-2,Lup,70576
258.83754,-26.60283,4.33,Guniibuu,,Oph,84405
272.14500,-63.66855,4.33,,Pi,Pav,88866
274.96546,36.06455,4.33,,Kap,Lyr,89826
169.54677,31.52878,4.33,Alula Australis,Xi,UMa,
9.22020,33.71934,4.34,,Pi,And,2912
9.63903,29.31175,4.34,,Eps,And,3031
17.77526,55.14990,4.34,,The,Cas,5542
86.19334,-65.73553,4.34,,Del,Dor,27100
97.96403,-23.41842,4.34,,Xi-1,CMa,31125
125.16173,-77.48448,4.34,,The,Cha,40888
139.05036,-57.54147,4.34,,,Car,45496
144.20658,-49.35503,4.34,,,Vel,47175
210.43122,-45.60342,4.34,,Ups-2,Cen,68523
234.51348,-42.56735,4.34,,Ome,Lup,76552
261.62867,4.14036,4.34,,Sig,Oph,85355
281.19313,37.60511,4.34,,Zet-1,Lyr,91971
281.75529,18.18152,4.34,,,Her,92161
326.12790,17.35002,4.34,,,Peg,107348
337.38260,47.70689,4.34,,,Lac,111022
47.90733,19.72668,4.35,Botein,Del,Ari,14838
72.65301,8.90018,4.35,,Pi-2,Ori,22509
98.74410,-52.97561,4.35,,,Car,31407
104.31918,58.42276,4.35,,,Lyn,33449
121.98260,-68.61706,4.35,,Eps,Vol,39794
132.10821,5.83781,4.35,,Rho,Hya,43234
186.73449,28.26842,4.35,,Gam,Com,60742
229.45767,-30.14867,4.35,,,Lup,74857
263.05377,86.58646,4.35,Yildun,Del,UMi,85822
275.80676,-61.49390,4.35,,Xi,Pav,90098
289.09206,38.13373,4.35,,The,Lyr,94713
326.23669,-33.02578,4.35,,Iot,PsA,107380
7.88588,-62.95822,4.36,,Bet-1,Tuc,2484
10.83850,-57.46306,4.36,,Eta,Phe,3405
33.24997,8.84672,4.36,,Xi-1,Cet,10324
52.64368,47.99522,4.36,,Sig,Per,16335
61.17379,22.08193,4.36,,,Tau,19038
73.22362,-5.45270,4.36,,Ome,Eri,22701
78.30783,-12.94129,4.36,,Kap,Lep,24327
89.38421,-35.28328,4.36,,Gam,Col,28199
104.03427,-17.05424,4.36,,Iot,CMa,33347
122.14854,-2.98379,4.36,,Zet,Mon,39863
211.51155,-41.17963,4.36,,Chi,Cen,68862
294.18033,-1.28660,4.36,,Iot,Aql,96468
0.49008,-6.01407,4.37,,,Psc,154
94.13807,-35.14052,4.37,,Kap,Col,29807
109.67703,-24.95437,4.37,,Tau,CMa,35415
165.03858,-42.22586,4.37,,,Vel,53773
272.18955,20.81456,4.37,,,Her,88886
299.93408,-35.27631,4.37,,The-1,Sgr,98412
197.48747,-5.53901,4.38,,The,Vir,64238
302.22217,77.71142,4.38,,Kap,Cep,99255
351.51162,-20.64201,4.38,,,Aqr,115669
353.24268,-37.81827,4.38,,Bet,Scl,116231
28.41153,-46.30267,4.39,,Psi,Phe,8837
57.38036,65.52597,4.39,,,Cam,17884
83.70516,9.48958,4.39,,Phi-1,Ori,26176
88.59579,20.27617,4.39,,Chi-1,Ori,27913
95.94203,4.59286,4.39,,Eps,Mon,30419
120.56640,2.33457,4.39,,,CMi,39311
151.97613,9.99751,4.39,,,Leo,49637
225.72516,2.09130,4.39,,,Vir,73620
253.50196,10.16536,4.39,,Iot,Oph,82673
260.25151,-21.11293,4.39,,Xi,Oph,84893
295.02413,18.01389,4.39,Sham,Alp,Sge,96757
295.26225,17.47604,4.39,,Bet,Sge,96837
319.96644,-53.44943,4.39,,The,Ind,105319
14.30167,23.41765,4.40,,Eta,And,4463
117.02154,-25.93717,4.40,,Omi,Pup,38070
122.25682,-19.24501,4.40,,,Pup,39906
284.23765,-67.23350,4.40,,Kap,Pav,93015
329.47940,-54.99258,4.40,,Del,Ind,108431
102.46381,-53.62245,4.41,,,Car,32761
107.78489,30.24516,4.41,,Tau,Gem,34693
215.75934,-39.51182,4.41,,,Cen,70300
262.68462,26.11065,4.41,Maasym,Lam,Her,85693
269.62562,30.18928,4.41,,Nu,Her,87998
319.47948,34.89690,4.41,,Ups,Cyg,105138
346.97435,75.38750,4.41,,Pi,Cep,114222
349.47590,-9.18251,4.41,,Psi-2,Aqr,115033
349.70599,-32.53203,4.41,,Gam,Scl,115102
91.89302,14.76847,4.42,,Nu,Ori,29038
99.47259,-18.23748,4.42,,Nu-3,CMa,31700
108.38455,-44.63974,4.42,,,Pup,34922
108.56338,-26.35251,4.42,,,CMa,34981
123.51214,-40.34789,4.42,,,Pup,40326
165.58240,20.17984,4.42,,,Leo,53954
222.57220,-27.96037,4.42,,,Hya,72571
236.61090,7.35307,4.42,,Lam,Ser,77257
270.43833,1.30508,4.42,,,Oph,88290
335.89013,52.22905,4.42,,Bet,Lac,110538
351.34490,23.40410,4.42,Alkarab,Ups,Peg,115623
56.53556,-12.10159,4.43,,Pi,Eri,17593
63.81806,-7.65287,4.43,Keid,Omi-2,Eri,19849
74.32170,53.75210,4.43,,,Cam,23040
288.43953,39.14597,4.43,Aladfar,Eta,Lyr,94481
300.66448,-27.70985,4.43,,,Sgr,98688
305.96506,32.19017,4.43,,,Cyg,100587
310.86473,15.07458,4.43,,Del,Del,102281
311.93432,-5.02770,4.43,,,Aqr,102624
3.66007,-18.93287,4.44,,,Cet,1170
12.17060,7.58508,4.44,,Del,Psc,3786
64.12107,-59.30216,4.44,,Eps,Ret,19921
70.14059,-41.86375,4.44,,Alp,Cae,21770
94.90578,59.01096,4.44,,,Lyn,30060
113.51327,-22.29607,4.44,,,Pup,36795
122.83956,-39.61854,4.44,,,Pup,40091
124.63887,-36.65929,4.44,,,Pup,40706
218.15443,-50.45716,4.44,,Sig,Lup,71121
292.17640,24.66491,4.44,Anser,Alp,Vul,95771
25.35789,5.48761,4.45,,Nu,Psc,7884
42.27254,-32.40590,4.45,,Bet,For,13147
78.07460,-11.86922,4.45,,Iot,Lep,24244
92.98498,14.20876,4.45,,Xi,Ori,29426
129.68932,3.34144,4.45,Minchir,Sig,Hya,42402
135.02257,-41.25361,4.45,,,Vel,44191
158.89710,-57.55764,4.45,,,Car,51849
161.44630,-80.54019,4.45,,Del-2,Cha,52633
169.16542,-3.65160,4.45,,Phi,Leo,55084
248.03417,-21.46639,4.45,,Ome,Oph,80975
288.88844,73.35547,4.45,,Tau,Dra,94648
293.52229,7.37894,4.45,,Mu,Aql,96229
37.26655,67.40247,4.46,,Iot,Cas,11569
58.57293,-2.95473,4.46,,,Eri,18255
78.32285,2.86126,4.46,,Rho,Ori,24331
137.21794,51.60465,4.46,,,UMa,44901
167.91453,-22.82585,4.46,,Bet,Crt,54682
182.02182,-50.66128,4.46,,,Cen,59173
246.79601,-47.55479,4.46,,Eps,Nor,80582
343.13140,-32.87550,4.46,,Gam,PsA,112948
41.27573,-18.57256,4.47,,Tau-1,Eri,12843
50.08484,29.04846,4.47,,,Ari,15549
74.63709,1.71402,4.47,,Pi-6,Ori,23123
97.04254,-32.58007,4.47,,Lam,CMa,30788
98.22594,7.33296,4.47,,,Mon,31216
119.56017,-49.24491,4.47,,,Pup,38957
136.28678,-72.60271,4.47,,,Car,44599
141.16359,26.18232,4.47,,Kap,Leo,46146
143.70607,52.05148,4.47,,,UMa,47006
177.78628,-45.17347,4.47,,,Cen,57803
218.67000,29.74513,4.47,,Sig,Boo,71284
224.29583,-4.34646,4.47,,,Lib,73165
318.62006,10.00698,4.47,,Del,Equ,104858
331.52871,-39.54335,4.47,,Lam,Gru,109111
11.18130,48.28436,4.48,,Omi,Cas,3504
60.22419,-62.15928,4.48,,Gam,Ret,18744
66.58641,15.61826,4.48,,,Tau,20713
101.96520,2.41216,4.48,,,Mon,32578
151.98450,-0.37164,4.48,,Alp,Sex,49641
230.84438,-59.32079,4.48,,Gam,Cir,75323
246.02577,-20.03733,4.48,,Psi,Oph,80343
345.96922,3.82004,4.48,Fumalsamakah,Bet,Psc,113889
346.67017,-23.74311,4.48,,,Aqr,114119
30.48966,70.90702,4.49,,,Cas,9480
68.37735,-29.76649,4.49,,Ups-1,Eri,21248
100.99706,13.22802,4.49,,,Gem,32249
108.14025,-46.75930,4.49,,,Pup,34834
118.16103,-38.86281,4.49,,,Pup,38455
151.85731,35.24469,4.49,,,LMi,49593
220.18152,16.41832,4.49,,Pi-1,Boo,71762
294.11058,50.22110,4.49,,The,Cyg,96441
316.78196,-25.00585,4.49,,,Cap,104234
326.03565,28.74263,4.49,,Mu-1,Cyg,107310
355.51168,1.78004,4.49,,Lam,Psc,116928
355.68059,-14.54490,4.49,,Ome-2,Aqr,116971
359.97891,-65.57713,4.49,,Eps,Tuc,118322
84.79644,4.12147,4.50,,Ome,Ori,26594
87.45677,-56.16666,4.50,,Gam,Pic,27530
131.67730,-56.76978,4.50,,,Car,43105
155.22835,-56.04322,4.50,,,Vel,50676
176.99643,20.21893,4.50,,,Leo,57565
206.81565,17.45691,4.50,,Tau,Boo,67275
303.94224,27.81424,4.50,,,Vul,99874
317.39853,-11.37169,4.50,,Nu,Aqr,104459
322.18081,-21.80718,4.50,,,Cap,106039
332.09583,-32.98847,4.50,,Mu,PsA,109285
333.46968,39.71493,4.50,,,Lac,109754
340.12849,44.27631,4.50,,,Lac,111944
4.58195,36.78522,4.51,,Sig,And,1473
17.91513,30.08964,4.51,,Tau,Psc,5586
87.29350,39.18107,4.51,,Tau,Aur,27483
142.31134,-35.95134,4.51,,Eps,Ant,46515
144.83758,-61.32806,4.51,,,Car,47391
235.38774,19.67040,4.51,,Iot,Ser,76852
300.70440,67.87356,4.51,,Rho,Dra,98702
311.00949,-51.92097,4.51,,Eta,Ind,102333
324.27012,-19.46601,4.51,,Eps,Cap,106723
336.83297,-64.96635,4.51,,Del,Tuc,110838
358.59597,57.49938,4.51,,Rho,Cas,117863
41.97720,29.24712,4.52,Lilii Borea,,Ari,13061
200.65817,-60.98839,4.52,,,Cen,65271
201.00192,-64.53567,4.52,,,Cen,65387
214.77747,-13.37110,4.52,Khambalia,Lam,Vir,69974
226.11147,26.94765,4.52,,Psi,Boo,73745
272.80735,-45.95442,4.52,,Eps,Tel,89112
290.43176,-15.95502,4.52,,Ups,Sgr,95176
311.33817,57.57973,4.52,,,Cep,102431
322.48705,23.63884,4.52,,,Peg,106140
337.62192,43.12338,4.52,,,Lac,111104
7.88919,-62.96556,4.53,,Bet-2,Tuc,2487
12.45351,41.07891,4.53,,Nu,And,3881
90.01395,-3.07425,4.53,,,Ori,28413
114.34213,-34.96853,4.53,,,Pup,37096
213.37077,51.78997,4.53,,Kap-2,Boo,69483
261.65784,-5.08660,4.53,,,Oph,85365
266.89011,-27.83079,4.53,,,Sgr,87072
311.85224,36.49072,4.53,,Lam,Cyg,102589
348.13740,49.40621,4.53,,,And,114570
79.54402,33.37161,4.54,,,Aur,24727
98.76411,-22.96479,4.54,,Xi-2,CMa,31416
142.99554,-1.18466,4.54,,Tau-2,Hya,46776
143.55576,36.39756,4.54,,,LMi,46952
143.62054,69.83034,4.54,,,UMa,46977
222.84740,19.10046,4.54,,Xi,Boo,72659
228.05538,-19.79171,4.54,,Iot-1,Lib,74392
230.78896,-36.85849,4.54,,Phi-2,Lup,75304
299.23680,-27.16990,4.54,,,Sgr,98162
346.75108,9.40949,4.54,,,Peg,114144
352.28872,12.76055,4.54,,,Peg,115919
0.93495,-17.33599,4.55,,,Cet,301
52.47810,58.87875,4.55,,,Cam,16281
76.10160,-35.48298,4.55,,Gam-1,Cae,23595
105.01622,76.97741,4.55,,,Cam,33694
112.44909,12.00656,4.55,,,CMi,36425
148.02649,54.06433,4.55,,Phi,UMa,48402
233.97189,-44.95839,4.55,,,Lup,76371
245.15908,-24.16932,4.55,,Omi,Sco,80079
272.02074,-28.45709,4.55,,,Sgr,88839
325.47978,71.31142,4.55,,,Cep,107119
335.25642,46.53657,4.55,,,Lac,110351
336.12913,49.47639,4.55,,,Lac,110609
42.87849,35.05974,4.56,,,Per,13328
59.68642,-61.40019,4.56,,Del,Ret,18597
88.33185,27.61226,4.56,,,Tau,27830
136.63237,38.45222,4.56,,,Lyn,44700
168.80095,23.09550,4.56,,,Leo,54951
216.53429,-45.22142,4.56,,Tau-1,Lup,70574
263.91498,-46.50568,4.56,,Sig,Ara,86092
313.03202,27.09698,4.56,,,Vul,103004
316.65039,47.64840,4.56,,,Cyg,104194
54.27366,-40.27455,4.57,,,Eri,16870
246.35397,14.03327,4.57,Cujam,Ome,Her,80463
246.39633,-23.44718,4.57,,Rho,Oph,80473
265.48467,72.14884,4.57,Dziban,Psi-1,Dra,86614
283.68702,22.64508,4.57,,,Her,92818
287.08734,-40.49670,4.57,,Del,CrA,94005
298.36539,24.07961,4.57,,,Vul,97886
83.84652,-4.83836,4.58,,,Ori,26237
147.91947,-46.54762,4.58,,,Vel,48374
160.88458,-60.56662,4.58,,,Car,52468
198.07338,-59.92058,4.58,,,Cen,64425
207.85808,64.72327,4.58,,,Dra,67627
243.07585,-27.92637,4.58,,,Sco,79404
264.46131,-8.11877,4.58,,Mu,Oph,86284
350.15934,23.74034,4.58,Salm,Tau,Peg,115250
10.33149,-46.08501,4.59,,Mu,Phe,3245
55.70862,-37.31352,4.59,,,Eri,17351
57.58953,71.33227,4.59,,Gam,Cam,17959
81.70929,3.09567,4.59,,Psi-2,Ori,25473
130.05360,64.32794,4.59,,Pi-2,UMa,42527
142.28707,-2.76896,4.59,,Tau-1,Hya,46509
154.90315,-55.02931,4.59,,,Vel,50555
168.15008,-60.31762,4.59,,,Car,54751
237.39855,26.06839,4.59,,Del,CrB,77512
238.40300,-25.32714,4.59,,,Sco,77840
281.09492,39.61272,4.59,,Eps-2,Lyr,91926
294.17679,-24.88362,4.59,,,Sgr,96465
357.23140,-28.13027,4.59,,Del,Scl,117452
64.56084,50.29550,4.60,,,Per,20070
151.28112,-13.06463,4.60,,Ups-2,Hya,49402
164.17934,-37.13777,4.60,,Iot,Ant,53502
